damage,year,month,targetspp,point_x,point_y,bear_abund,landcover_2,altitude,human_population,dist_to_forest,dist_to_town,livestock_killed,shannondivindex,prop_arable,prop_orchards,prop_pasture,prop_ag_mo,prop_seminatural,prop_deciduous,prop_coniferous,prop_mixedforest,prop_grassland,prop_for_regen,openhab_10k,forest_10k,urban_10k,heteroag_10k,ag_10k,shdi_10k,s.bear_abund,s.altitude,s.dist_to_town,s.dist_to_forest
1,2012,8,ovine,496153,540155,26,Open,582,0,53.486,1781.078881,1,0.906194,6.128,0,42.565,0,0.024,50.806,0,0,0.477,0,1.475945715,-0.657410318,-0.483843679,1.475945715,-0.354241209,0.802108206,-0.444309973,-0.776294893,-0.466646879,-0.343196264
1,2012,6,ovine,514411,545223,43,Forests,684,0,0,1266.185525,1,1.226626,17.296,0,14.857,0,16.527,51.321,0,0,0,0,0.629788451,-0.534151732,-0.291183435,0.629788451,-0.163678243,0.755898434,0.412173988,-0.512220102,-0.610278879,-0.434991409
1,2012,8,ovine,533532,527757,41,Art_surfaces,518,321,906.944814,0,4,1.478187,21.794,0,38.794,0,15.832,7.352,0,0,0,0,1.076944617,-1.195539132,0.234253566,1.076944617,0.396343561,1.213268302,0.213107035,-1.082074841,-1.086341317,0.411318037
1,2012,7,ovine,533939,528237,41,Open,541,44,283.144287,55.090832,4,1.478187,21.794,0,38.794,0,15.832,7.352,0,0,0,0,1.372755695,-1.396961662,0.794719679,1.372755695,0.41578867,0.960957878,0.213107035,-1.009109271,-1.036159928,-0.104019317
1,2012,7,ovine,533939,528237,41,Open,541,44,283.144287,55.090832,4,1.478187,21.794,0,38.794,0,15.832,7.352,0,0,0,0,1.372755695,-1.396961662,0.794719679,1.372755695,0.41578867,0.960957878,0.213107035,-1.009109271,-1.036159928,-0.104019317
1,2012,7,ovine,533939,528237,41,Open,541,44,283.144287,55.090832,4,1.478187,21.794,0,38.794,0,15.832,7.352,0,0,0,0,1.372755695,-1.396961662,0.794719679,1.372755695,0.41578867,0.960957878,0.213107035,-1.009109271,-1.036159928,-0.104019317
1,2012,8,ovine,535020,525753,38,Art_surfaces,555,283,752.652675,0,3,1.0488,61.714,0,0,0,3.488,0.134,6.694,0.227,2.103,0,-0.739197695,-1.387942742,1.722991809,-0.739197695,1.920847175,0.431109201,-0.079234702,-0.949594184,-1.086341317,0.281951593
1,2012,8,ovine,535155,526626,38,Art_surfaces,569,66,373.984555,0,3,1.0488,61.714,0,0,0,3.488,0.134,6.694,0.227,2.103,0,-0.450265937,-1.34886077,1.915651905,-0.450265937,1.633058216,0.617495243,-0.079234702,-0.87791023,-1.086341317,-0.067810827
1,2012,8,ovine,534943,525571,38,Art_surfaces,558,283,826.426367,0,3,1.61917,40.569,0,23.049,0,8.84,8.941,0,0,1.83,0,-0.677283766,-1.414999502,1.670448102,-0.677283766,1.924736197,0.40549612,-0.079234702,-0.935666341,-1.086341317,0.354660307
1,2012,9,ovine,534994,525683,38,Art_surfaces,557,283,786.394798,0,3,1.61917,40.569,0,23.049,0,8.84,8.941,0,0,1.83,0,-0.759835679,-1.396961662,1.670448102,-0.759835679,1.940292285,0.388076006,-0.079234702,-0.92560803,-1.086341317,0.226952776
1,2012,9,ovine,536756,520984,38,Open,679,0,46.189066,2530.896143,1,0.64065,0,0,29.735,0.548,0,69.718,0,0,0,0,-0.023747657,0.779604105,-0.536387379,-0.023747657,-0.622584975,-1.124729125,-0.079234702,-0.541127925,-0.146863191,-0.30517347
1,2012,9,ovine,537863,523691,38,Open,916,0,33.632296,2681.746545,4,0.642894,0,0,0,0,0,65.717,0,0,34.283,0,1.0975827,0.031033885,-0.536387379,1.0975827,-0.323128894,-0.085368026,0.660135952,0.208550661,-0.121083005,-0.434991409
1,2012,11,ovine,551253,508757,32,Art_surfaces,527,333,960.648819,0,1,0.658371,82.265,0,0,0,3.909,0.117,0,0,5.152,0,-0.787352984,-1.042217537,1.582875172,-0.787352984,1.664170614,0.202926229,0.51830898,-1.037260896,-1.086341317,0.510097435
1,2012,6,ovine,553466,588425,23,Open,1194,0,51.904987,6556.629876,3,0.78742,0,0,0,0,0,0,71.855,0,15.744,12.402,-0.594731828,1.02912757,-0.536387379,-0.594731828,-0.622584975,-0.571044771,-0.14258743,1.371876961,1.291324632,-0.343196264
1,2012,8,ovine,553893,518168,56,Open,745,0,26.539153,1757.536928,5,1.141851,0.001,0,7.053,0,21.443,55.131,0,0,16.373,0,0.602271073,-0.1824139,-0.536387379,0.602271073,-0.354241209,0.527764632,0.681362978,-0.257327058,-0.466646879,-0.434991409
1,2012,7,ovine,553227,517585,56,Hetero_ag,727,0,9.199021,1694.249031,5,1.519094,31.782,0,2.33,0,22.385,28.631,0,0,10.434,0,0.898082151,-0.528139148,-0.361241707,0.898082151,-0.210346729,0.891807478,0.681362978,-0.280208034,-0.482077394,-0.343196264
1,2012,8,ovine,560839,498159,25,Open,915,0,90.071393,2513.355144,2,0.576602,0,0,26.342,0,0,73.658,0,0,0,0,1.152617259,0.265525715,-0.536387379,1.152617259,-0.622584975,-0.937031846,-0.250290713,0.334024424,-0.199251314,-0.343196264
